key,timestamp,action
'h',1522904348.946856,release
'o',1522904348.946955,press
'u',1522904349.058281,press
'o',1522904349.134806,release
't',1522904349.13495,press
'u',1522904349.1605408,release
't',1522904349.242986,release
Key.space,1522904349.280313,press
Key.space,1522904349.4209962,release
'h',1522904349.736744,press
'a',1522904349.8288581,press
'h',1522904349.843683,release
'r',1522904349.8683362,press
'a',1522904349.964833,release
'r',1522904350.0365381,release
'm',1522904350.305942,press
'i',1522904350.427328,press
'm',1522904350.4454741,release
'n',1522904350.562512,press
'i',1522904350.6574779,release
'g',1522904350.662317,press
'n',1522904350.697288,release
Key.space,1522904350.7332811,press
'g',1522904350.745281,release
'p',1522904350.849341,press
Key.space,1522904350.875401,release
'r',1522904350.977313,press
'p',1522904350.991858,release
'r',1522904351.073319,release
'i',1522904351.085282,press
'v',1522904351.19328,press
'i',1522904351.213102,release
'v',1522904351.301692,release
'a',1522904351.317378,press
'a',1522904351.426136,release
'c',1522904351.527447,press
'y',1522904351.58774,press
'c',1522904351.6358368,release
'y',1522904351.680195,release
Key.enter,1522904351.9173539,press
Key.enter,1522904351.997728,release
Key.enter,1522904352.0540679,press
Key.enter,1522904352.122331,release
Key.cmd,1522904496.602466,press
'ç',1522904496.7148411,press
'ç',1522904496.838662,release
Key.cmd,1522904496.8557498,release
Key.cmd,1522904497.069844,press
'†',1522904497.14975,press
Key.cmd,1522904497.327932,release
't',1522904497.3280342,release
Key.cmd,1522904497.558225,press
'√',1522904497.6542652,press
'√',1522904497.818308,release
Key.enter,1522904497.854281,press
Key.cmd,1522904497.890476,release
Key.enter,1522904497.942635,release
Key.enter,1522904498.0492558,press
Key.enter,1522904498.169538,release
Key.enter,1522904498.2329202,press
Key.enter,1522904498.305713,release
Key.cmd,1522904499.11634,press
'∑',1522904499.1644852,press
Key.cmd,1522904499.2565088,release
'w',1522904499.32111,release
Key.cmd,1522904518.131117,press
'∑',1522904518.223126,press
Key.cmd,1522904518.379122,release
'w',1522904518.383165,release
Key.cmd,1522904558.145492,press
'ç',1522904558.220839,press
Key.cmd,1522904558.3287199,release
'c',1522904558.381133,release
Key.cmd,1522904559.013212,press
'†',1522904559.204858,press
'†',1522904559.3617432,release
Key.cmd,1522904559.382294,release
Key.cmd,1522904559.684876,press
'√',1522904559.759584,press
Key.cmd,1522904559.875592,release
'v',1522904559.927982,release
Key.enter,1522904560.0425339,press
Key.enter,1522904560.206757,release
Key.enter,1522904560.270186,press
Key.enter,1522904560.390421,release
Key.cmd,1522904566.543064,press
'∑',1522904566.632232,press
Key.cmd,1522904566.765922,release
'w',1522904566.806754,release
Key.cmd,1522904580.4201899,press
'∑',1522904580.48805,press
Key.cmd,1522904580.604465,release
'w',1522904580.6284218,release
Key.shift_r,1522904583.1502998,press
'I',1522904583.2743292,press
'E',1522904583.3864598,press
'I',1522904583.422157,release
'E',1522904583.538246,release
'O',1522904583.542333,press
'R',1522904583.66192,press
Key.shift_r,1522904583.71797,release
'o',1522904583.770014,release
'r',1522904583.774134,release
'1',1522904583.8920121,press
'1',1522904584.023864,release
'8',1522904584.023982,press
'8',1522904584.148421,release
'5',1522904584.3889332,press
'5',1522904584.573344,release
Key.space,1522904585.907962,press
'-',1522904585.991947,press
Key.space,1522904586.011838,release
Key.space,1522904586.083943,press
'-',1522904586.1440032,release
Key.space,1522904586.2041879,release
Key.shift_r,1522904586.798063,press
'B',1522904587.62177,press
'B',1522904587.8138611,release
Key.shift_r,1522904587.8381891,release
'l',1522904588.000911,press
'l',1522904588.101328,release
'o',1522904588.1758552,press
'g',1522904588.27172,press
'o',1522904588.311918,release
'g',1522904588.396201,release
Key.space,1522904588.425808,press
Key.space,1522904588.546307,release
'4',1522904588.8708842,press
Key.shift_r,1522904588.986954,press
'4',1522904589.11482,release
';',1522904589.1308532,press
';',1522904589.278625,release
Key.space,1522904589.2945821,press
Key.space,1522904589.459213,release
'C',1522904590.358922,press
'C',1522904590.498965,release
Key.shift_r,1522904590.563155,release
'y',1522904590.7167842,press
'y',1522904590.841075,release
'b',1522904590.950799,press
'e',1522904590.9868212,press
'b',1522904591.047054,release
'r',1522904591.0471628,press
'e',1522904591.106977,release
'r',1522904591.1591082,release
's',1522904591.225915,press
's',1522904591.3702898,release
'e',1522904591.436901,press
'e',1522904591.553133,release
'c',1522904591.689885,press
'c',1522904591.802319,release
'u',1522904591.840975,press
'r',1522904591.915775,press
'u',1522904591.931649,release
'i',1522904592.027714,press
'r',1522904592.027822,release
'i',1522904592.148057,release
't',1522904592.179729,press
't',1522904592.3070898,release
'y',1522904592.398891,press
Key.space,1522904592.4987588,press
'y',1522904592.547324,release
Key.space,1522904592.6189408,release
'v',1522904592.7847521,press
's',1522904592.864821,press
'v',1522904592.9128299,release
's',1522904593.0291321,release
'.',1522904593.295739,press
Key.space,1522904593.427574,press
'.',1522904593.5477388,release
Key.space,1522904593.591867,release
'p',1522904594.134912,press
'r',1522904594.254655,press
'p',1522904594.2866921,release
'i',1522904594.382787,press
'r',1522904594.386652,release
'v',1522904594.46277,press
'i',1522904594.482791,release
'a',1522904594.542745,press
'v',1522904594.578666,release
'a',1522904594.6710641,release
'c',1522904594.748041,press
'c',1522904594.871851,release
'y',1522904595.084765,press
'y',1522904595.251808,release
Key.tab,1522904595.969602,press
Key.tab,1522904596.1418428,release
Key.backspace,1522904612.55041,press
Key.backspace,1522904612.658583,release
Key.shift_r,1522904613.1137621,press
'P',1522904613.321717,press
'P',1522904613.4376729,release
Key.shift_r,1522904613.4617028,release
Key.backspace,1522904615.8543339,press
Key.backspace,1522904615.937702,release
Key.backspace,1522904616.2863371,press
Key.backspace,1522904616.394737,release
'/',1522904616.921391,press
'/',1522904617.053779,release
Key.cmd,1522904634.049271,press
'†',1522904634.321387,press
Key.cmd,1522904634.461153,release
't',1522904634.4734552,release
'c',1522904634.7536771,press
'c',1522904634.886424,release
'y',1522904634.890341,press
'y',1522904634.994524,release
'b',1522904635.10077,press
'e',1522904635.135164,press
'b',1522904635.187273,release
'r',1522904635.227082,press
'e',1522904635.29109,release
'r',1522904635.347403,release
's',1522904635.451262,press
'e',1522904635.551104,press
's',1522904635.579075,release
'e',1522904635.679422,release
'c',1522904635.849345,press
'c',1522904635.9734988,release
'u',1522904636.098655,press
'u',1522904636.218435,release
'r',1522904636.2542021,press
'i',1522904636.3662562,press
'r',1522904636.390114,release
'i',1522904636.4903429,release
't',1522904636.4982789,press
't',1522904636.574661,release
'y',1522904636.69925,press
'y',1522904636.783932,release
Key.enter,1522904636.810239,press
Key.enter,1522904636.882453,release
Key.enter,1522904636.940202,press
Key.enter,1522904637.036405,release
'c',1522904640.071219,press
'c',1522904640.194253,release
'y',1522904640.197258,press
'y',1522904640.2672598,release
'b',1522904640.372972,press
'e',1522904640.405123,press
'b',1522904640.449024,release
'r',1522904640.488967,press
'e',1522904640.545037,release
'r',1522904640.5976698,release
's',1522904640.661974,press
'e',1522904640.7341068,press
's',1522904640.79812,release
'e',1522904640.826483,release
'c',1522904640.956906,press
'c',1522904641.041599,release
'u',1522904641.097142,press
'u',1522904641.196987,release
'r',1522904641.201046,press
'i',1522904641.3091269,press
'r',1522904641.309237,release
't',1522904641.417176,press
'i',1522904641.429591,release
't',1522904641.51739,release
'y',1522904641.725625,press
'y',1522904641.844331,release
Key.backspace,1522904641.883886,press
Key.backspace,1522904642.0083132,release
Key.enter,1522904642.2350569,press
Key.enter,1522904642.335147,release
Key.enter,1522904642.668213,press
Key.enter,1522904642.784269,release
Key.cmd,1522904676.570625,press
'†',1522904676.686504,press
Key.cmd,1522904676.830268,release
't',1522904676.8667352,release
'm',1522904677.057594,press
'm',1522904677.201395,release
'e',1522904677.205342,press
'e',1522904677.337582,release
'd',1522904677.5432441,press
'd',1522904677.6889431,release
'i',1522904677.691189,press
'i',1522904677.877727,release
'u',1522904677.877811,press
'u',1522904677.9836779,release
'm',1522904678.153606,press
'm',1522904678.272423,release
Key.enter,1522904678.514446,press
Key.enter,1522904678.642655,release
Key.cmd,1522904728.0078669,press
'ç',1522904728.159322,press
'ç',1522904728.327138,release
Key.cmd,1522904728.331591,release
Key.cmd,1522904729.342218,press
'√',1522904729.4060779,press
'√',1522904729.538442,release
Key.cmd,1522904729.550564,release
Key.backspace,1522904731.362487,press
Key.backspace,1522904731.5108302,release
Key.shift_r,1522904732.099146,press
'T',1522904732.1874108,press
Key.shift_r,1522904732.2555132,release
't',1522904732.299882,release
'h',1522904732.349568,press
'e',1522904732.3736188,press
'h',1522904732.426307,release
'e',1522904732.550105,release
Key.space,1522904732.613469,press
'd',1522904732.717516,press
Key.space,1522904732.753409,release
'd',1522904732.7977998,release
'e',1522904732.88354,press
'f',1522904732.955432,press
'e',1522904733.019383,release
'i',1522904733.051005,press
'f',1522904733.079584,release
'n',1522904733.139262,press
'i',1522904733.156665,release
'i',1522904733.255449,press
'n',1522904733.299598,release
'i',1522904733.3598258,release
't',1522904733.3734531,press
'i',1522904733.437393,press
't',1522904733.505501,release
'o',1522904733.521494,press
'n',1522904733.5774798,press
'i',1522904733.661653,release
Key.space,1522904733.6850429,press
'o',1522904733.689009,release
'o',1522904733.7692878,press
'n',1522904733.7731771,release
Key.space,1522904733.8141649,release
'f',1522904733.8254771,press
'o',1522904733.865421,release
Key.space,1522904733.953354,press
'f',1522904733.982856,release
Key.space,1522904734.077706,release
'p',1522904734.195457,press
'p',1522904734.331875,release
'r',1522904734.332118,press
'i',1522904734.423533,press
'r',1522904734.4390662,release
'v',1522904734.475347,press
'i',1522904734.559382,release
'a',1522904734.595648,press
'v',1522904734.615385,release
'a',1522904734.7438028,release
'c',1522904734.814419,press
'y',1522904734.870406,press
'c',1522904734.942326,release
Key.space,1522904734.950312,press
'y',1522904734.986142,release
'h',1522904735.0744572,press
Key.space,1522904735.0745258,release
'a',1522904735.109997,press
'h',1522904735.150295,release
's',1522904735.1504052,press
'a',1522904735.214324,release
's',1522904735.270665,release
'n',1522904735.288301,press
"'",1522904735.3563662,press
'n',1522904735.390149,release
"'",1522904735.476446,release
't',1522904735.4891021,press
Key.space,1522904735.56428,press
't',1522904735.592072,release
Key.space,1522904735.700719,release
'c',1522904735.739348,press
'h',1522904735.823276,press
'c',1522904735.847017,release
'h',1522904735.951673,release
Key.backspace,1522904736.1732092,press
Key.backspace,1522904736.253082,release
Key.backspace,1522904736.3228831,press
Key.backspace,1522904736.405034,release
Key.backspace,1522904736.4507918,press
Key.backspace,1522904736.49903,release
Key.backspace,1522904736.557722,press
Key.backspace,1522904736.634182,release
Key.backspace,1522904736.6798,press
Key.backspace,1522904736.7442718,release
Key.backspace,1522904736.789873,press
Key.backspace,1522904736.878295,release
Key.space,1522904737.033814,press
Key.space,1522904737.146005,release
'n',1522904737.19795,press
'o',1522904737.250012,press
't',1522904737.30205,press
'n',1522904737.325794,release
'o',1522904737.36581,release
Key.space,1522904737.373771,press
't',1522904737.401877,release
Key.space,1522904737.4942532,release
'c',1522904737.53481,press
'h',1522904737.630784,press
'c',1522904737.638777,release
'h',1522904737.715013,release
'a',1522904737.7378612,press
'n',1522904737.797001,press
'a',1522904737.884745,release
'n',1522904737.9061818,release
'g',1522904737.912765,press
'e',1522904737.963278,press
'g',1522904738.004908,release
'e',1522904738.049153,release
'd',1522904738.112776,press
Key.space,1522904738.170057,press
'd',1522904738.21775,release
'm',1522904738.246855,press
Key.space,1522904738.321752,release
'm',1522904738.3742468,release
'u',1522904738.466798,press
'u',1522904738.534796,release
'c',1522904738.546918,press
'h',1522904738.631205,press
'c',1522904738.663223,release
Key.space,1522904738.697361,press
'h',1522904738.770764,release
Key.space,1522904738.847244,release
'o',1522904739.530079,press
'v',1522904739.629925,press
'o',1522904739.669724,release
'e',1522904739.697846,press
'v',1522904739.7777312,release
'r',1522904739.7818408,press
'e',1522904739.84584,release
Key.space,1522904739.8858082,press
'r',1522904739.9257479,release
Key.space,1522904740.029987,release
't',1522904740.209989,press
'h',1522904740.289977,press
't',1522904740.349889,release
'e',1522904740.3619719,press
'h',1522904740.398037,release
Key.space,1522904740.502023,press
'e',1522904740.521698,release
Key.space,1522904740.642124,release
'p',1522904740.715159,press
'a',1522904740.762075,press
'p',1522904740.849963,release
's',1522904740.89395,press
'a',1522904740.9297202,release
't',1522904741.06989,press
's',1522904741.169795,release
't',1522904741.310307,release
Key.backspace,1522904741.676928,press
Key.backspace,1522904741.7651541,release
Key.backspace,1522904741.835975,press
Key.backspace,1522904741.920299,release
Key.backspace,1522904741.974742,press
Key.backspace,1522904742.063296,release
Key.backspace,1522904742.2349901,press
Key.backspace,1522904742.319273,release
Key.backspace,1522904742.442826,press
Key.backspace,1522904742.5870972,release
Key.backspace,1522904742.664047,press
Key.backspace,1522904742.736213,release
Key.backspace,1522904742.798732,press
Key.backspace,1522904742.8553112,release
Key.backspace,1522904742.945905,press
Key.backspace,1522904742.985965,release
Key.backspace,1522904743.054741,press
Key.backspace,1522904743.16708,release
't',1522904743.36528,press
't',1522904743.584152,release
Key.backspace,1522904743.752588,press
Key.backspace,1522904743.8690681,release
Key.space,1522904743.889707,press
Key.space,1522904743.9980092,release
't',1522904744.062764,press
'i',1522904744.131897,press
't',1522904744.162632,release
'm',1522904744.2027578,press
'e',1522904744.254817,press
'i',1522904744.286668,release
'm',1522904744.3396008,release
'e',1522904744.3749619,release
Key.shift_r,1522904744.4847949,press
';',1522904744.656526,press
Key.space,1522904744.784642,press
';',1522904744.8006139,release
Key.shift_r,1522904744.81249,release
Key.space,1522904744.9213388,release
'p',1522904746.262992,press
'p',1522904746.350964,release
'm',1522904747.992828,press
'e',1522904748.056614,press
'm',1522904748.0926259,release
'a',1522904748.116778,press
'e',1522904748.1926951,release
'n',1522904748.212651,press
'a',1522904748.244432,release
'n',1522904748.300837,release
's',1522904748.312643,press
's',1522904748.437027,release
'.',1522904756.3013902,press
'.',1522904756.433716,release
Key.space,1522904756.627103,press
Key.space,1522904756.7556548,release
Key.shift_r,1522904791.175831,press
'H',1522904791.3238242,press
Key.shift_r,1522904791.3918238,release
'h',1522904791.428133,release
'o',1522904791.483878,press
'w',1522904791.5277178,press
'o',1522904791.612031,release
'e',1522904791.632122,press
'w',1522904791.6639628,release
'e',1522904791.768109,release
'v',1522904791.8278232,press
'e',1522904791.959877,press
'v',1522904791.999753,release
'r',1522904792.062243,press
'e',1522904792.131788,release
',',1522904792.163708,press
'r',1522904792.1995609,release
Key.space,1522904792.255583,press
',',1522904792.328183,release
Key.space,1522904792.368923,release
'w',1522904796.101791,press
'w',1522904796.242053,release
'h',1522904796.269602,press
'h',1522904796.4060621,release
'e',1522904796.464671,press
'e',1522904796.5969222,release
't',1522904796.667881,press
't',1522904796.764225,release
'h',1522904796.796622,press
'e',1522904796.86061,press
'h',1522904796.904546,release
'r',1522904796.924649,press
Key.space,1522904796.992573,press
'e',1522904796.9966238,release
'r',1522904797.064458,release
Key.space,1522904797.1177769,release
't',1522904797.133919,press
'h',1522904797.205777,press
't',1522904797.257774,release
'i',1522904797.269987,press
'h',1522904797.325675,release
's',1522904797.357607,press
'i',1522904797.3733969,release
Key.space,1522904797.453366,press
's',1522904797.4709299,release
'i',1522904797.521611,press
Key.space,1522904797.5934741,release
's',1522904797.60567,press
'i',1522904797.626432,release
Key.space,1522904797.701698,press
's',1522904797.714755,release
Key.space,1522904797.801827,release
'a',1522904798.2778041,press
'a',1522904798.41136,release
Key.backspace,1522904798.795576,press
Key.backspace,1522904798.9049869,release
Key.backspace,1522904799.231497,press
Key.backspace,1522904799.327657,release
Key.backspace,1522904799.402899,press
Key.backspace,1522904799.595692,release
Key.backspace,1522904799.640482,press
Key.backspace,1522904799.720881,release
Key.backspace,1522904799.784705,press
Key.backspace,1522904799.8969972,release
Key.backspace,1522904799.935616,press
Key.backspace,1522904800.191995,release
Key.backspace,1522904800.3664792,press
Key.backspace,1522904800.430809,release
Key.backspace,1522904800.5204191,press
Key.backspace,1522904800.572862,release
Key.backspace,1522904800.9276118,press
Key.backspace,1522904801.039967,release
Key.backspace,1522904801.143488,press
Key.backspace,1522904801.2398279,release
Key.backspace,1522904801.2856262,press
Key.backspace,1522904801.369795,release
Key.backspace,1522904801.428809,press
Key.backspace,1522904801.511743,release
Key.backspace,1522904801.553535,press
Key.backspace,1522904801.7487712,release
Key.backspace,1522904801.843613,press
Key.backspace,1522904801.9156501,release
Key.backspace,1522904801.9936159,press
Key.backspace,1522904802.0977752,release
Key.backspace,1522904802.6904142,press
Key.backspace,1522904802.78259,release
'i',1522904802.899574,press
't',1522904802.98036,press
'i',1522904802.998132,release
't',1522904803.0597172,release
'h',1522904803.079756,press
Key.space,1522904803.135732,press
't',1522904803.16545,press
'h',1522904803.1688662,release
Key.space,1522904803.219302,release
'h',1522904803.283463,press
't',1522904803.28737,release
'h',1522904803.36431,release
'e',1522904803.388638,press
Key.space,1522904803.444353,press
'e',1522904803.460332,release
'a',1522904803.552468,press
Key.space,1522904803.572454,release
'd',1522904803.688586,press
'a',1522904803.7044659,release
'd',1522904803.7766988,release
'v',1522904803.862037,press
'e',1522904803.973613,press
'v',1522904803.9826539,release
'n',1522904804.089289,press
'e',1522904804.1094139,release
'n',1522904804.161852,release
't',1522904804.178504,press
Key.space,1522904804.238406,press
'o',1522904804.298484,press
't',1522904804.302272,release
Key.space,1522904804.35436,release
'f',1522904804.394328,press
'o',1522904804.416225,release
Key.space,1522904804.43028,press
'f',1522904804.514648,release
Key.space,1522904804.562735,release
't',1522904804.6404889,press
'h',1522904804.737824,press
't',1522904804.748289,release
'e',1522904804.816799,press
'h',1522904804.82037,release
Key.space,1522904804.916585,press
'e',1522904804.98441,release
Key.space,1522904805.020548,release
Key.shift_r,1522904805.203545,press
'I',1522904805.339403,press
Key.shift_r,1522904805.4154508,release
'i',1522904805.4837708,release
'n',1522904805.534284,press
't',1522904805.602446,press
'n',1522904805.662307,release
'e',1522904805.6782331,press
't',1522904805.7224371,release
'r',1522904805.7944498,press
'e',1522904805.846339,release
'n',1522904805.8743958,press
'r',1522904805.890322,release
'n',1522904805.950731,release
'e',1522904805.9674728,press
't',1522904806.083456,press
'e',1522904806.15125,release
Key.space,1522904806.1671722,press
't',1522904806.2138638,release
Key.space,1522904806.2756639,release
'a',1522904806.2923908,press
'a',1522904806.436564,release
'n',1522904806.4403808,press
'n',1522904806.512576,release
'd',1522904806.524821,press
Key.space,1522904806.6323159,press
'd',1522904806.656279,release
Key.space,1522904806.748636,release
'c',1522904807.9364202,press
'c',1522904808.080833,release
'y',1522904808.122344,press
'y',1522904808.2388349,release
'b',1522904808.706623,press
'e',1522904808.786291,press
'b',1522904808.850236,release
'r',1522904808.850344,press
'e',1522904808.918236,release
'r',1522904808.9707258,release
's',1522904809.099778,press
'e',1522904809.2225301,press
's',1522904809.2944481,release
'e',1522904809.3505611,release
'c',1522904809.483469,press
'c',1522904809.5995882,release
'u',1522904809.620241,press
'u',1522904809.717607,release
'r',1522904809.769384,press
'i',1522904809.8253062,press
'r',1522904809.873358,release
'i',1522904809.9174101,release
't',1522904810.185262,press
't',1522904810.3015811,release
'y',1522904810.395209,press
Key.space,1522904810.4592671,press
'y',1522904810.487157,release
Key.space,1522904810.5914721,release
'c',1522904810.6302762,press
'h',1522904810.7145422,press
'c',1522904810.726578,release
'h',1522904810.7984908,release
'a',1522904810.862308,press
'l',1522904810.966528,press
'a',1522904811.006151,release
'l',1522904811.014425,release
'l',1522904811.087646,press
'e',1522904811.158294,press
'l',1522904811.186164,release
'e',1522904811.2504342,release
'n',1522904811.250539,press
'g',1522904811.318369,press
'n',1522904811.3541188,release
'e',1522904811.386071,press
's',1522904811.478289,press
'g',1522904811.4838479,release
'e',1522904811.526177,release
',',1522904811.551691,press
's',1522904811.610456,release
Key.space,1522904811.622206,press
',',1522904811.69038,release
Key.space,1522904811.76246,release
'p',1522904812.360974,press
'r',1522904812.4611998,press
'p',1522904812.541246,release
'r',1522904812.593427,release
'i',1522904812.6474612,press
'v',1522904812.6953769,press
'i',1522904812.7591062,release
'a',1522904812.795251,press
'v',1522904812.819092,release
'a',1522904812.951496,release
Key.backspace,1522904813.294058,press
Key.backspace,1522904813.386461,release
Key.backspace,1522904813.4363241,press
Key.backspace,1522904813.609508,release
Key.backspace,1522904813.673266,press
Key.backspace,1522904813.737349,release
Key.backspace,1522904813.79596,press
Key.backspace,1522904813.912407,release
Key.backspace,1522904814.149172,press
Key.backspace,1522904814.233223,release
'c',1522904814.33918,press
'o',1522904814.4231172,press
'c',1522904814.4523149,release
'm',1522904814.4829178,press
'p',1522904814.5590131,press
'o',1522904814.5709271,release
'm',1522904814.626903,release
'p',1522904814.6552188,release
'l',1522904814.725879,press
'e',1522904814.7622259,press
'l',1522904814.8458428,release
't',1522904814.8659,press
'e',1522904814.877852,release
'e',1522904814.94208,press
't',1522904815.014107,release
Key.space,1522904815.02202,press
'e',1522904815.071389,release
'p',1522904815.110114,press
Key.space,1522904815.150163,release
'r',1522904815.210047,press
'p',1522904815.23008,release
'r',1522904815.2903209,release
'i',1522904815.305063,press
'v',1522904815.4051461,press
'i',1522904815.4409652,release
'a',1522904815.4892302,press
'v',1522904815.528971,release
'a',1522904815.6294148,release
'c',1522904815.70859,press
'c',1522904815.840105,release
'y',1522904815.8402162,press
Key.space,1522904815.959112,press
'y',1522904815.9909718,release
'c',1522904816.0843189,press
Key.space,1522904816.090739,release
'a',1522904816.184001,press
'c',1522904816.2428522,release
'n',1522904816.2676039,press
'a',1522904816.3349462,release
Key.space,1522904816.33502,press
'n',1522904816.40343,release
'b',1522904816.4690719,press
Key.space,1522904816.478768,release
'e',1522904816.5521479,press
'b',1522904816.594947,release
'e',1522904816.638985,release
Key.space,1522904816.639085,press
Key.space,1522904816.759486,release
'n',1522904817.752043,press
'o',1522904817.84018,press
'n',1522904817.91606,release
Key.space,1522904817.956141,press
'o',1522904818.012056,release
Key.space,1522904818.0722291,release
'l',1522904818.139065,press
'l',1522904818.207506,release
'o',1522904818.298254,press
'n',1522904818.34236,press
'g',1522904818.402262,press
'o',1522904818.409935,release
'n',1522904818.4823139,release
'e',1522904818.510036,press
'g',1522904818.574183,release
'r',1522904818.590251,press
'e',1522904818.663405,release
Key.space,1522904818.671359,press
'r',1522904818.746181,release
Key.space,1522904818.7903202,release
's',1522904818.851084,press
's',1522904818.93948,release
'u',1522904818.967426,press
's',1522904819.0243,press
'u',1522904819.083005,release
't',1522904819.192445,press
's',1522904819.212419,release
'a',1522904819.2630599,press
't',1522904819.367094,release
'i',1522904819.391031,press
'a',1522904819.431051,release
'n',1522904819.47121,press
'i',1522904819.571239,release
'n',1522904819.631331,release
'a',1522904819.920979,press
'b',1522904820.005002,press
'a',1522904820.077205,release
'l',1522904820.092983,press
'b',1522904820.1370912,release
'e',1522904820.209086,press
'l',1522904820.212908,release
'.',1522904820.308958,press
'e',1522904820.32585,release
Key.space,1522904820.472851,press
'.',1522904820.476953,release
Key.space,1522904820.593169,release
Key.shift_r,1522904842.065116,press
Key.enter,1522904842.269013,press
Key.enter,1522904842.360866,release
Key.enter,1522904842.461199,press
Key.enter,1522904842.564812,release
Key.shift_r,1522904842.657353,release
Key.shift_r,1522904843.261085,press
'I',1522904843.393065,press
Key.shift_r,1522904843.5051231,release
